id;genres;id_imdb;popularity;title;vote_average;vote_count;director
971;['crime', 'drama', 'thriller'];1248;6,56707E+16;Hannibal Rising;60;654;peterwebber
972;['comedy', 'drama', 'romance'];12220;622577;The Story of Us;59;75;robreiner
973;['action', 'adventure', 'romance'];72710;42933027;The Host;60;1817;andrewniccol
974;['action', 'drama', 'mystery'];10782;1,92268E+16;Basic;62;286;johnmctiernan
975;['crime', 'drama', 'mystery'];9573;10089065;Blood Work;61;206;clinteastwood
976;['drama', 'thriller', 'crime'];4959;1,33918E+16;The International;60;368;tomtykwer
977;['action', 'adventure', 'sciencefiction'];10061;21637234;Escape from L.A.;56;373;johncarpenter
978;['adventure', 'animation', 'family'];10386;61245957;The Iron Giant;76;1436;bradbird
979;['adventure', 'comedy', 'drama'];421;25237969;The Life Aquatic with Steve Zissou;71;775;wesanderson
980;['war', 'action', 'drama'];316152;2,15894E+16;Free State of Jones;66;428;garyross
981;['drama', 'thriller', 'crime'];11615;22442241;The Life of David Gale;73;480;alanparker
982;['comedy', 'action'];13498;6004422;Man of the House;54;120;stephenherek
983;['action', 'crime', 'drama'];241554;7464653;Run All Night;63;1148;jaumecollet-serra
984;['thriller', 'crime', 'mystery'];2252;35481169;Eastern Promises;72;848;davidcronenberg
985;['action', 'thriller', 'adventure'];11968;1,47235E+16;Into the Blue;58;458;johnstockwell
986;['adventure', 'drama', 'action'];10047;2,10845E+16;The Messenger: The Story of Joan of Arc;62;367;lucbesson
987;['comedy'];38319;21408222;Your Highness;52;501;davidgordongreen
988;['drama', 'thriller', 'mystery'];69668;19267479;Dream House;58;391;jimsheridan
989;['action', 'drama', 'thriller'];9770;3314004;Mad City;59;81;costa-gavras
990;['action', 'adventure', 'comedy'];11212;2,13122E+16;Baby's Day Out;58;274;patrickreadjohnson
991;['drama', 'history', 'romance'];10533;744268;The Scarlet Letter;55;108;rolandjoffÃ©
992;['drama', 'thriller'];38363;1,25495E+16;Fair Game;65;235;dougliman
993;['action', 'crime'];9923;18394571;Domino;60;444;tonyscott
994;['action', 'thriller', 'mystery'];11863;8189406;Jade;52;44;williamfriedkin
995;['action', 'thriller', 'sciencefiction'];18501;27631262;Gamer;56;760;briantaylor
996;['fantasy', 'drama', 'romance'];109491;40721373;Beautiful Creatures;56;984;richardlagravenese
997;['comedy', 'crime', 'drama'];9275;11329727;Death to Smoochy;59;132;dannydevito
998;['comedy'];329833;37253774;Zoolander 2;47;797;benstiller
999;['comedy', 'crime'];12634;6,39739E+15;The Big Bounce;50;76;georgearmitage
1000;['comedy', 'drama', 'romance'];10416;2275331;What Planet Are You From?;54;37;mikenichols
1001;['fantasy', 'thriller', 'action'];47327;30387148;Drive Angry;53;600;patricklussier
1002;['action', 'adventure', 'sciencefiction'];15268;8139676;Street Fighter: The Legend of Chun-Li;39;112;andrzejbartkowiak
1003;['action', 'sciencefiction', 'thriller'];10796;2,17462E+16;The One;57;437;jameswong
1004;['action', 'comedy', 'thriller'];9548;2,80843E+16;The Adventures of Ford Fairlane;62;71;rennyharlin
1005;['drama', 'comedy'];18947;3102233;The Boat That Rocked;72;666;richardcurtis
1006;['thriller', 'drama', 'crime'];1900;25170217;Traffic;69;562;stevensoderbergh
1007;['adventure', 'action'];89;80972475;Indiana Jones and the Last Crusade;76;3152;stevenspielberg
1008;['drama', 'romance'];96724;2,6387E+16;Anna Karenina;65;639;joewright
1009;['crime', 'action', 'sciencefiction'];198184;116700319;Chappie;66;3062;neillblomkamp
1010;['drama', 'mystery', 'thriller'];9481;33884459;The Bone Collector;65;826;phillipnoyce
1011;['crime', 'drama', 'thriller'];4547;53043124;Panic Room;65;1267;davidfincher
1012;['horror'];53953;7,16764E+15;The Tooth Fairy;43;13;chuckbowman
1013;['action', 'adventure', 'comedy'];6415;34973086;Three Kings;66;692;davido.russell
1014;['crime', 'thriller'];181283;4,03711E+16;Child 44;61;547;danielespinosa
1015;['adventure', 'comedy'];9896;1860049;Rat Race;60;518;jerryzucker
1016;['drama', 'sciencefiction'];167;30920075;K-PAX;71;695;iainsoftley
1017;['comedy', 'fantasy', 'romance'];11232;11940711;Kate & Leopold;60;418;jamesmangold
1018;['fantasy', 'comedy', 'romance'];1636;19348007;Bedazzled;56;512;haroldramis
1019;['music', 'drama', 'crime'];2148;859075;The Cotton Club;66;68;francisfordcoppola
1020;['western'];5176;4,88011E+16;3:10 to Yuma;69;1188;jamesmangold
1021;['thriller', 'action'];260346;8,88448E+15;Taken 3;61;2200;oliviermegaton
1022;['romance', 'comedy', 'crime'];1389;16000178;Out of Sight;65;333;stevensoderbergh
1023;['comedy', 'drama', 'thriller'];9894;19525659;The Cable Guy;57;594;benstiller
1024;['drama'];7504;1246883;Earth;66;9;deepamehta
1025;['adventure', 'action', 'comedy'];8592;7859226;Dick Tracy;59;251;warrenbeatty
1026;['drama', 'crime', 'romance'];913;18102572;The Thomas Crown Affair;66;339;johnmctiernan
1027;['comedy', 'drama', 'romance'];11091;7,22612E+15;Riding in Cars with Boys;65;103;pennymarshall
1028;['action', 'adventure', 'thriller'];1368;6,3071E+16;First Blood;72;1488;tedkotcheff
1029;['drama', 'sciencefiction', 'adventure'];593;24132271;Solaris;77;357;andreitarkovsky
1030;['animation', 'comedy', 'family'];5393;10410933;Happily N'Ever After;46;104;yvettekaplan
1031;['drama', 'horror', 'thriller'];9095;6,06721E+16;Mary Reilly;57;74;stephenfrears
1032;['comedy', 'romance'];8874;15401855;My Best Friend's Wedding;63;584;p.j.hogan
1033;['comedy', 'romance'];11467;10698929;America's Sweethearts;55;252;joeroth
1034;['crime', 'mystery', 'thriller'];320;41322708;Insomnia;68;1148;christophernolan
1035;['sciencefiction', 'action', 'adventure'];199;256713;Star Trek: First Contact;70;661;jonathanfrakes
1036;['action', 'western', 'drama'];20533;22581313;Jonah Hex;44;420;jimmyhayward
1037;['drama', 'thriller', 'mystery'];10684;12971122;Courage Under Fire;62;232;edwardzwick
1038;['comedy'];1624;26721386;Liar Liar;64;1424;tomshadyac
1039;['crime', 'drama', 'thriller'];325789;24672234;The Infiltrator;66;573;bradfurman
1040;['drama', 'history', 'war'];113464;146783;Inchon;65;2;terenceyoung
1041;['fantasy', 'comedy', 'family'];888;2,89642E+16;The Flintstones;50;543;brianlevant
1042;['action', 'crime', 'thriller'];82675;49353524;Taken 2;61;2757;oliviermegaton
1043;['comedy'];4256;36585509;Scary Movie 3;58;912;davidzucker
1044;['comedy', 'crime', 'action'];1493;32624355;Miss Congeniality;61;961;donaldpetrie
1045;['action', 'sciencefiction', 'adventure'];88751;53090422;Journey to the Center of the Earth;58;1309;ericbrevig
1046;['comedy', 'drama', 'family'];11130;30002907;The Princess Diaries 2: Royal Engagement;60;697;garrymarshall
1047;['drama', 'mystery', 'thriller'];9944;17923254;The Pelican Brief;63;371;alanj.pakula
1048;['drama', 'thriller', 'crime'];10731;17746719;The Client;64;278;joelschumacher
1049;['drama', 'comedy'];7350;3,13053E+16;The Bucket List;70;1111;robreiner
1050;['drama', 'action', 'thriller'];9869;19637704;Patriot Games;63;433;phillipnoyce
1051;['romance', 'comedy'];4379;10411996;Monster-in-Law;56;406;robertluketic
1052;['drama', 'thriller', 'crime'];146233;88496873;Prisoners;79;3085;denisvilleneuve
1053;['action', 'crime', 'drama'];2034;52081131;Training Day;73;1634;antoinefuqua
1054;['comedy', 'family', 'sciencefiction'];926;3,08163E+16;Galaxy Quest;69;710;deanparisot
1055;['comedy'];4248;3,5377E+16;Scary Movie 2;54;982;keenenivorywayans
1056;['comedy', 'family', 'music'];64328;17047276;The Muppets;65;501;jamesbobin
1057;['horror', 'action'];36647;43815492;Blade;65;1905;stephennorrington
1058;['drama'];7214;23234651;Coach Carter;73;496;thomascarter
1059;['action', 'adventure', 'crime'];1537;1,72705E+16;Changing Lanes;59;299;rogermichell
1060;['adventure', 'horror', 'thriller'];9360;27684779;Anaconda;47;610;luisllosa
1061;['comedy'];6282;2679781;Coyote Ugly;58;575;davidmcnally
1062;['comedy', 'romance', 'drama'];508;37073127;Love Actually;70;1869;richardcurtis
1063;['adventure', 'animation', 'comedy'];9487;87350802;A Bug's Life;68;2303;andrewstanton
1064;['horror', 'mystery', 'thriller'];768;26134678;From Hell;66;741;alberthughes
1065;['action', 'thriller'];2636;16582709;The Specialist;55;313;luisllosa
1066;['comedy', 'drama', 'romance'];10478;10731574;Tin Cup;59;150;ronshelton
1067;['comedy', 'drama', 'family'];27983;2,09415E+16;Yours, Mine and Ours;62;26;melvilleshavelson
1068;['romance', 'comedy', 'family'];9981;899269;Kicking & Screaming;56;176;jessedylan
1069;['adventure', 'comedy', 'family'];7453;5,17421E+16;The Hitchhiker's Guide to the Galaxy;66;1315;garthjennings
1070;['comedy', 'drama', 'family'];15045;7,15764E+15;Fat Albert;43;69;joelzwick
1071;['horror', 'action', 'sciencefiction'];7737;1,20654E+16;Resident Evil: Extinction;61;1292;russellmulcahy
1072;['comedy'];232672;44120328;Blended;66;1006;frankcoraci
1073;['adventure', 'comedy', 'drama'];17379;6156015;Last Holiday;64;119;waynewang
1074;['action', 'adventure', 'crime'];8987;12362876;The River Wild;61;210;curtishanson
1075;['adventure', 'family', 'fantasy'];11359;11095914;The Indian in the Cupboard;59;134;frankoz
1076;['crime', 'drama', 'thriller'];82525;3,18566E+16;Savages;62;766;oliverstone
1077;['action', 'adventure', 'crime'];9759;24459948;Cellular;61;537;davidr.ellis
1078;['adventure', 'action', 'comedy'];9486;28029015;Johnny English;60;852;peterhowitt
1079;['fantasy', 'adventure', 'animation'];9906;20239061;The Ant Bully;55;366;johna.davis
1080;['action', 'sciencefiction', 'adventure'];841;25876582;Dune;65;562;davidlynch
1081;['adventure', 'drama', 'music'];4688;1,18728E+16;Across the Universe;71;410;julietaymor
1082;['drama', 'romance'];4148;20360549;Revolutionary Road;67;796;sammendes
1083;['action', 'adventure', 'crime'];2207;3231022;16 Blocks;62;661;richarddonner
1084;['action', 'adventure', 'sciencefiction'];9381;2,75682E+16;Babylon A.D.;54;676;mathieukassovitz
1085;['action', 'adventure', 'crime'];9625;6250282;The Glimmer Man;47;100;johngray
1086;['comedy', 'fantasy', 'sciencefiction'];9304;1,11203E+16;Multiplicity;55;154;haroldramis
1087;['adventure', 'comedy', 'family'];20856;1,37072E+16;Aliens in the Attic;53;244;johnschultz
1088;['crime', 'drama', 'mystery'];5955;12495436;The Pledge;65;215;seanpenn
1089;['comedy', 'music'];9899;6803965;The Producers;61;151;susanstroman
1090;['adventure', 'action'];9826;9025236;The Phantom;47;136;simonwincer
1091;['drama', 'romance', 'western'];21355;7,52467E+16;All the Pretty Horses;58;60;billybobthornton
1092;['history', 'drama'];10858;3770161;Nixon;71;71;oliverstone
1093;['thriller', 'mystery'];11439;2,11182E+16;The Ghost Writer;67;670;romanpolanski
1094;['adventure', 'action', 'horror'];9457;6513856;Deep Rising;60;154;stephensommers
1095;['drama', 'war'];12412;11387408;Miracle at St. Anna;63;90;spikelee
1096;['action', 'drama', 'fantasy'];1494;9950505;Curse of the Golden Flower;66;203;zhangyimou
1097;['action', 'crime', 'thriller'];13184;14813057;Bangkok Dangerous;50;332;dannypang
1098;['action', 'comedy', 'thriller'];2185;5201688;Big Trouble;63;80;barrysonnenfeld
1099;['drama', 'romance'];6639;5361699;Love in the Time of Cholera;64;81;mikenewell
1100;['action', 'thriller'];38153;3848893;Shadow Conspiracy;40;11;georgep.cosmatos
1101;['crime', 'adventure', 'action'];58233;356585;Johnny English Reborn;60;1007;oliverparker
1102;['animation', 'action', 'comedy'];116977;5258726;Foodfight!;23;28;lawrencekasanoff
1103;['drama', 'thriller'];68734;6201056;Argo;71;3423;benaffleck
1104;['adventure', 'action', 'thriller'];5503;54884297;The Fugitive;72;1220;andrewdavis
1105;['action'];27573;33747825;The Bounty Hunter;55;858;andytennant
1106;['crime', 'drama', 'thriller'];819;16245068;Sleepers;73;715;barrylevinson
1107;['action', 'adventure', 'thriller'];1369;3,8654E+16;Rambo: First Blood Part II;63;864;georgep.cosmatos
1108;['drama', 'thriller'];9623;3,93735E+16;The Juror;55;89;briangibson
1109;['animation', 'family'];10895;46007991;Pinocchio;69;1355;bensharpsteen
1110;['action', 'drama', 'history'];10935;5,38012E+16;Heaven's Gate;64;55;michaelcimino
1111;['fantasy', 'action', 'sciencefiction'];834;49020045;Underworld: Evolution;64;1528;lenwiseman
1112;['drama', 'sciencefiction', 'thriller'];228066;24821138;Victor Frankenstein;56;685;paulmcguigan
1113;['drama'];711;19043286;Finding Forrester;70;302;gusvansant
1114;['comedy', 'drama'];10468;5418921;28 Days;60;208;bettythomas
1115;['action', 'crime'];10027;2,59999E+16;Unleashed;66;518;louisleterrier
1116;['romance', 'comedy'];11812;1865632;The Sweetest Thing;53;280;rogerkumble
1117;['drama', 'mystery', 'thriller'];37233;23736535;The Firm;66;501;sydneypollack
1118;['drama'];37950;2175433;Charlie St. Cloud;68;566;burrsteers
1119;['action', 'thriller', 'crime'];27582;44094856;The Mechanic;63;1045;simonwest
1120;['action', 'comedy', 'crime'];64688;6,2714E+16;21 Jump Street;67;4074;phillord
1121;['romance', 'comedy', 'drama'];509;28969151;Notting Hill;70;1262;rogermichell
1122;['animation', 'comedy', 'family'];7443;31789029;Chicken Run;65;1150;nickpark
1123;['comedy', 'romance'];5966;3,32383E+16;Along Came Polly;58;773;johnhamburg
1124;['comedy', 'romance'];11066;6,42043E+15;Boomerang;54;134;reginaldhudlin
1125;['action', 'comedy', 'crime'];136795;37654688;The Heat;65;1575;paulfeig
1126;['drama', 'history', 'romance'];8095;13244365;Cleopatra;67;146;josephl.mankiewicz
1127;['comedy'];87826;26799913;Here Comes the Boom;60;593;frankcoraci
1128;['drama', 'mystery', 'thriller'];11560;14046705;High Crimes;61;184;carlfranklin
1129;['comedy', 'drama', 'romance'];25189;3844926;The Mirror Has Two Faces;65;47;barbrastreisand
1130;['drama', 'horror', 'mystery'];2637;14733513;The Mothman Prophecies;61;305;markpellington
1131;['comedy'];18480;16122168;BrÃ¼no;54;518;larrycharles
1132;['adventure', 'action', 'thriller'];709;2,82212E+16;Licence to Kill;59;541;johnglen
1133;['fantasy', 'thriller', 'horror'];49730;45151657;Red Riding Hood;56;922;catherinehardwicke
1134;['action', 'crime', 'thriller'];2749;15205371;15 Minutes;57;191;johnherzfeld
1135;['adventure', 'comedy', 'family'];9607;14587367;Super Mario Bros.;40;232;annabeljankel
1136;['crime', 'drama', 'thriller'];1830;34828241;Lord of War;70;1335;andrewniccol
1137;['drama', 'adventure', 'action'];79;23607392;Hero;72;635;zhangyimou
1138;['action', 'comedy', 'crime'];54054;19438503;One for the Money;53;388;julieannerobinson
1139;['action', 'comedy'];228967;7,4168E+15;The Interview;61;2304;sethrogen
1140;['adventure', 'fantasy', 'action'];46528;7349497;The Warrior's Way;63;136;sngmoolee
1141;['action', 'comedy', 'crime'];27936;7,66352E+15;Micmacs;68;148;jean-pierrejeunet
1142;['drama'];65;32798571;8 Mile;68;1626;curtishanson
1143;['adventure', 'comedy', 'animation'];280391;5,79447E+15;Why I Did (Not) Eat My Father;53;125;jameldebbouze
1144;['adventure', 'drama', 'romance'];9476;3,66704E+16;A Knight's Tale;66;907;brianhelgeland
1145;['thriller', 'fantasy', 'action'];10610;14653718;The Medallion;53;281;gordonchan
1146;['mystery', 'thriller', 'drama'];745;73085576;The Sixth Sense;77;3147;m.nightshyamalan
1147;['action', 'thriller', 'crime'];49527;34041407;Man on a Ledge;62;925;asgerleth
1148;['comedy'];73937;9,41973E+15;The Big Year;56;248;davidfrankel
1149;['drama'];1885;2,84566E+16;The Karate Kid;69;891;johng.avildsen
1150;['drama', 'crime'];168672;4,96641E+16;American Hustle;68;2807;davido.russell
1151;['comedy', 'romance', 'drama'];18240;36238968;The Proposal;67;1804;annefletcher
1152;['crime', 'drama', 'mystery'];10398;19439386;Double Jeopardy;62;278;bruceberesford
1153;['adventure', 'comedy', 'family'];165;43345252;Back to the Future Part II;74;3829;robertzemeckis
1154;['action', 'sciencefiction'];240832;115241998;Lucy;63;5878;lucbesson
1155;['drama', 'romance', 'thriller'];216015;98755657;Fifty Shades of Grey;52;3254;samtaylor-johnson
1156;['action', 'adventure', 'comedy'];12279;21998734;Spy Kids 3-D: Game Over;47;511;robertrodriguez
1157;['crime', 'drama', 'thriller'];1645;2,52198E+16;A Time to Kill;70;509;joelschumacher
1158;['comedy'];11007;26516624;Cheaper by the Dozen;60;699;shawnlevy
1159;['action', 'drama', 'thriller'];193756;37084384;Lone Survivor;74;1526;peterberg
1160;['comedy'];11287;2,1661E+16;A League of Their Own;67;354;pennymarshall
1161;['horror'];259693;68794673;The Conjuring 2;70;1949;jameswan
1162;['drama'];37799;6,92782E+15;The Social Network;71;3391;davidfincher
1163;['comedy', 'romance', 'drama'];10184;26253357;He's Just Not That Into You;62;959;kenkwapis
1164;['comedy'];4257;32549282;Scary Movie 4;53;750;davidzucker
1165;['horror', 'mystery'];4234;24992057;Scream 3;57;736;wescraven
1166;['adventure', 'comedy', 'family'];196;45769562;Back to the Future Part III;71;2900;robertzemeckis
1167;['comedy'];257091;36301202;Get Hard;59;944;etancohen
1168;['romance', 'horror'];6114;45022964;Dracula;71;1056;francisfordcoppola
1169;['romance', 'drama'];24803;22853006;Julie & Julia;66;560;noraephron
1170;['drama'];109410;3,18846E+16;42;68;787;brianhelgeland
1171;['thriller', 'crime', 'drama'];1213;31385257;The Talented Mr. Ripley;70;767;anthonyminghella
1172;['comedy'];100042;67767785;Dumb and Dumber To;54;1127;bobbyfarrelly
1173;['adventure', 'drama', 'family'];9036;24287306;Eight Below;67;542;frankmarshall
1174;['comedy'];257211;53114573;The Intern;71;1881;nancymeyers
1175;['action', 'comedy'];323675;2,51361E+16;Ride Along 2;61;555;timstory
1176;['action', 'adventure', 'drama'];9361;3,77766E+16;The Last of the Mohicans;71;732;michaelmann
1177;['drama', 'music'];1677;2,17433E+16;Ray;72;467;taylorhackford
1178;['action', 'thriller', 'crime'];187;66003433;Sin City;72;2691;robertrodriguez
1179;['drama', 'action', 'thriller'];7461;24862767;Vantage Point;62;716;petetravis
1180;['comedy'];16538;25391899;I Love You, Man;65;515;johnhamburg
1181;['comedy', 'romance'];9889;2,98548E+16;Shallow Hal;57;731;bobbyfarrelly
1182;['drama', 'thriller', 'history'];820;2682041;JFK;75;502;oliverstone
1183;['comedy', 'crime'];11565;1,76129E+16;Big Momma's House 2;54;371;johnwhitesell
1184;['action', 'comedy', 'crime'];6073;21021809;The Mexican;58;441;goreverbinski
1185;['comedy'];16996;52571674;17 Again;61;1350;burrsteers
1186;['comedy', 'romance'];193610;34519636;The Other Woman;62;1437;nickcassavetes
1187;['horror', 'mystery'];19912;32478077;The Final Destination;54;831;davidr.ellis
1188;['thriller', 'drama'];296098;4,8446E+16;Bridge of Spies;72;2583;stevenspielberg
